#Plane_2x2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             1999
1    1.91787     0.92337             20904
2    6.23003     0.87099             47313
3    9.19589     1.30717             49200
4    11.98701     1.42670             24063
