#Plane_2v1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             600
1    0.16270     0.45170             54439
2    11.06751     0.90303             110418
3    11.54802     1.19532             95589
4    7.44717     0.85285             67267
5    4.62659     0.77080             35642
6    6.33453     2.36567             3006
