#Plane_2v2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             239
1    2.15591     0.51347             40117
2    10.78444     0.71609             106989
3    11.96216     0.93956             99233
4    6.00162     0.62892             76307
5    8.02075     1.24406             42159
6    6.63721     3.02870             5404
