#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -0.35064     0.63445             19959
1    1.75587     0.42781             78450
2    3.18004     0.47692             125781
3    7.28888     0.65159             111096
4    11.55076     1.64961             33887
