#Plane_2u1
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             573
1    4.77274     1.05104             25285
2    11.00773     0.92675             83800
3    11.05991     1.05361             102329
4    3.92578     0.49885             93870
5    2.74557     0.52552             55713
6    10.37905     3.12476             5601
