#Plane_1x2
#Card       tzero  t_zero_err      entries
0    8.72448     1.85125             18620
1    7.59844     0.56441             77307
2    0.57699     0.17958             125120
3    3.82794     0.43321             111974
4    5.61775     0.88502             36374
