#Plane_2u2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             250
1    7.62760     1.36827             18827
2    9.65403     0.71535             74081
3    2.60942     0.44550             101903
4    4.56719     0.50697             98189
5    3.69835     0.56471             64640
6    10.25608     2.59502             9856
