#Plane_1v2
#Card       tzero  t_zero_err      entries
0    50.50000     0.00000             87
1    6.14101     1.84744             14065
2    11.30507     0.87992             75287
3    3.00182     0.45542             109873
4    1.88628     0.39863             101764
5    3.39486     0.80731             62723
6    4.07626     1.86476             4324
