#Plane_2x2
#Card       tzero  t_zero_err      entries
0    5.78391     1.17754             27031
1    3.60640     0.40728             78968
2    6.83853     0.79788             108118
3    9.60588     0.73462             99801
4    11.72022     1.06556             56610
