#Plane_1u1
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             130
1    1.74229     0.59569             42422
2    5.05091     0.47497             119544
3    4.05693     0.53613             103322
4    7.60768     0.72336             70385
5    6.02237     1.04697             29942
6    20.50000     0.00000             813
